iter	Logloss
244	0.1143627015
245	0.1141856343
246	0.1138877131
247	0.1135858424
248	0.1133168625
249	0.1131143864
250	0.1129269881
251	0.1128405374
252	0.1126751432
253	0.1125099986
254	0.1124205899
255	0.112300107
256	0.1121750829
257	0.1118872989
258	0.1117921651
259	0.1115927646
260	0.1114012268
261	0.1111101717
262	0.1108925019
263	0.1106479827
264	0.110328073
265	0.1101697192
266	0.1100372021
267	0.1098790144
268	0.1097040787
269	0.1096205419
270	0.1095283294
271	0.1093368229
272	0.1092409423
273	0.1090920528
274	0.1090194112
275	0.1088581472
276	0.1085638608
277	0.1083851367
278	0.1082507357
279	0.1081864553
280	0.1080778045
281	0.1078810133
282	0.1077709888
283	0.1076988154
284	0.1074685425
285	0.1073322137
286	0.1072058011
287	0.1070554934
288	0.1069953334
289	0.1069267669
290	0.106661505
291	0.10657959
292	0.1064740743
293	0.1063686059
294	0.1061036858
295	0.1059799636
296	0.10584
297	0.1057293034
298	0.1054969027
299	0.1053832366
300	0.1053185557
301	0.1052503909
302	0.1051545277
303	0.1049907313
304	0.1048043567
305	0.1046992986
306	0.1045574566
307	0.1044882841
308	0.104324666
309	0.1041891708
310	0.1041415699
311	0.1039830346
312	0.1038265488
313	0.1037148607
314	0.1035044942
315	0.1034495622
316	0.1033836182
317	0.1031698316
318	0.1030056705
319	0.1029496724
320	0.102763114
321	0.1027047357
322	0.1024385754
323	0.1023636939
324	0.1021931081
325	0.1020791041
326	0.1019559209
327	0.1018787834
328	0.1018131681
329	0.1017568415
330	0.1016021749
331	0.1013564342
332	0.1011792034
333	0.1011311719
334	0.1010396041
335	0.100959348
336	0.100900407
337	0.1007819626
338	0.100691599
339	0.100472474
340	0.1003995193
341	0.100216545
342	0.1001529159
343	0.100073558
344	0.09996746421
345	0.09986022972
346	0.09960706443
347	0.09956489114
348	0.09948805932
349	0.09930480964
350	0.09921079293
351	0.09902644662
352	0.09883811034
353	0.09860365699
354	0.09855440829
355	0.09832674029
356	0.09826793054
357	0.09808182355
358	0.09786501601
359	0.09778692893
360	0.09757747503
361	0.09750070948
362	0.09743069781
363	0.09735534889
364	0.09726468464
365	0.09719599502
366	0.09713350645
367	0.09706748186
368	0.09700153893
369	0.09694061991
370	0.09682460813
371	0.09675480088
372	0.09669160358
373	0.0966384612
374	0.09657840493
375	0.09650188732
376	0.0963674982
377	0.09631499927
378	0.09611467013
379	0.09604433737
380	0.09598554958
381	0.09591915378
382	0.09584695957
383	0.0956281989
384	0.09543905203
385	0.09535596926
386	0.09513721303
387	0.09506570487
388	0.09498827445
389	0.0949190888
390	0.09484287065
391	0.09478805698
392	0.09472365388
393	0.09466279921
394	0.09460543757
395	0.09440146531
396	0.09434403051
397	0.09428393533
398	0.09401781924
399	0.09395291898
400	0.09378925883
401	0.09372111791
402	0.0936499455
403	0.09359250089
404	0.09353013695
405	0.0934787849
406	0.09335158521
407	0.0932703872
408	0.09309820787
409	0.09303444773
410	0.09297537704
411	0.0929170208
412	0.09277908553
413	0.09272459362
414	0.0926504999
415	0.09258735429
416	0.09252463969
417	0.09243695526
418	0.09237551011
419	0.09232015629
420	0.09209902845
421	0.09185938348
422	0.09179501716
423	0.0917090571
424	0.09165047442
425	0.09158394797
426	0.09150193732
427	0.09144684615
428	0.09138814027
429	0.09122021404
430	0.09110457055
431	0.09104927489
432	0.09087356862
433	0.0908121389
434	0.09074996209
435	0.09069471756
436	0.09063389406
437	0.09057789721
438	0.09052047659
439	0.09046687497
440	0.09040889819
441	0.09034118779
442	0.09025707521
443	0.09019611297
444	0.09014051049
445	0.09008568205
446	0.08996702732
447	0.08991243258
448	0.08985699798
449	0.08979287126
450	0.08961131166
451	0.08954925259
452	0.08948678575
453	0.08943270221
454	0.08937509912
455	0.0893186932
456	0.08925567138
457	0.08903207963
458	0.08897034339
459	0.08891347044
460	0.08884396954
461	0.08877400378
462	0.08871914613
463	0.08866558813
464	0.08861224927
465	0.08855451443
466	0.08848852692
467	0.08843350856
468	0.08837495577
469	0.08817419012
470	0.08811787927
471	0.08806362042
472	0.08799335426
473	0.08793864998
474	0.08784578927
475	0.08778028992
476	0.08772556351
477	0.08767199831
478	0.08761691543
479	0.08755947381
480	0.08747665403
481	0.08734081534
482	0.08728899534
483	0.08714620697
484	0.08708905638
485	0.08703662312
486	0.08698430664
487	0.08692896694
488	0.08679612913
489	0.08674124948
490	0.08668636983
491	0.08663150474
492	0.08657520221
493	0.08652165152
494	0.08647064216
495	0.08641937105
496	0.0863673393
497	0.08622213178
498	0.08616184868
499	0.08591250469
500	0.08586215998
501	0.08560956882
502	0.08554529129
503	0.08549187927
504	0.0854406435
505	0.0853834052
506	0.08531971178
507	0.0852635023
508	0.08511676768
509	0.08506580937
510	0.08497909844
511	0.08489050212
512	0.08483762325
513	0.08477488406
514	0.08451160795
515	0.08446246912
516	0.08441228485
517	0.08436258975
518	0.08428791887
519	0.08423646386
520	0.08418893151
521	0.08409643485
522	0.08385765108
523	0.0838067291
524	0.08375611401
525	0.08356773811
526	0.08351722532
527	0.08346898341
528	0.08341913516
529	0.08337241209
530	0.08332493699
531	0.08308708573
532	0.08286156846
533	0.08277498023
534	0.08271289088
535	0.08264310648
536	0.08259449961
537	0.08254737484
538	0.08249354568
539	0.08244680943
540	0.08227232303
541	0.08222375262
542	0.08200443458
543	0.08188308035
544	0.08183589022
545	0.08172673495
546	0.08166274986
547	0.08161596731
548	0.08157077792
549	0.08152192295
550	0.08131120368
551	0.08126467065
552	0.0812177434
553	0.08117193326
554	0.08103911757
555	0.08097072786
556	0.08092631995
557	0.0808789472
558	0.08083363364
559	0.08078859749
560	0.08064459262
561	0.08037774719
562	0.08033195895
563	0.08028887264
564	0.08024423833
565	0.08019928262
566	0.08015434164
567	0.07991522883
568	0.07977624094
569	0.07973286991
570	0.07966272054
571	0.07954558264
572	0.07950195607
573	0.0794584537
574	0.07938760942
575	0.07934397553
576	0.07930040721
577	0.07902477713
578	0.07895921947
579	0.07881817847
580	0.07877458835
581	0.07873201331
582	0.07868958454
583	0.07864763009
584	0.0783920892
585	0.07834990847
586	0.07830704136
587	0.07802587477
588	0.07787296799
589	0.07780286155
590	0.07775965104
591	0.07771760927
592	0.07757040866
593	0.07752903127
594	0.07746937509
595	0.07742715069
596	0.07738590338
597	0.07734473043
598	0.07730346265
599	0.07726215798
600	0.07722163488
601	0.07718151356
602	0.07714081505
603	0.07709991217
604	0.07698135736
605	0.07694099482
606	0.07689960275
607	0.07685911624
608	0.07682007535
609	0.0766849866
610	0.07648915903
611	0.07641998674
612	0.07637954387
613	0.07632061673
614	0.07628095518
615	0.07602283581
616	0.07598273616
617	0.07594426512
618	0.07590472767
619	0.07579435343
620	0.07575485262
621	0.07569615312
622	0.0756577915
623	0.07546903522
624	0.07542968037
625	0.07530515179
626	0.0752659284
627	0.07506825812
628	0.07496753753
629	0.07492896394
630	0.07479407993
631	0.07457962685
632	0.07453994363
633	0.07450169139
634	0.07446311814
635	0.07442461759
636	0.07438662104
637	0.07412084866
638	0.07408290339
639	0.0740450895
640	0.07380813878
641	0.07376904704
642	0.0736713225
643	0.07356119566
644	0.07335156985
645	0.07329218637
646	0.07325455811
647	0.07321694926
648	0.07317846689
649	0.07311548584
650	0.07307913904
651	0.07304102803
652	0.07300397389
653	0.07296699076
654	0.07292987939
655	0.07286686566
656	0.07282967991
657	0.07279297628
658	0.07275638012
659	0.07271991156
660	0.07257865159
661	0.07254210426
662	0.07250639249
663	0.07247012832
664	0.07243404356
665	0.07239834009
666	0.07217829586
667	0.07214197379
668	0.07203673787
669	0.07184752765
670	0.07181064838
671	0.07177474016
672	0.07173924103
673	0.07168669028
674	0.07165105247
675	0.07161554567
676	0.07154308619
677	0.07150845911
678	0.07131137961
679	0.07127618733
680	0.07121325101
681	0.07117715302
682	0.07096028178
683	0.07073153265
684	0.0706968077
685	0.07059882948
686	0.07056380513
687	0.07051084639
688	0.07047597526
689	0.07044192213
690	0.07040658371
691	0.07026662213
692	0.07023267122
693	0.0701974132
694	0.07016306785
695	0.07011171326
696	0.0700782223
697	0.07004403769
698	0.07001008678
699	0.06997695365
700	0.06994451439
701	0.06980571938
702	0.06973572119
703	0.06970196736
704	0.06951936873
705	0.06948553461
706	0.06943388925
707	0.06940084518
708	0.0693497475
709	0.06931621278
710	0.06928275119
711	0.06924946465
712	0.06912318157
713	0.0690887486
714	0.0690387912
715	0.06881664198
716	0.06878338493
717	0.06859977086
718	0.06856645536
719	0.06853360697
720	0.06835185325
721	0.06831793147
722	0.06828593753
723	0.06821614437
724	0.06818355162
725	0.06814995695
726	0.06811797764
727	0.06808559674
728	0.06787377265
729	0.0678415305
730	0.06772562441
731	0.06769265912
732	0.06762866611
733	0.06759616824
734	0.06756414492
735	0.06753221668
736	0.06750020815
737	0.0674684405
738	0.06741946614
739	0.06738784455
740	0.06729390751
741	0.06726227858
742	0.06721394936
743	0.06706660388
744	0.06703511385
745	0.0669510048
746	0.06691956576
747	0.06675961779
748	0.06672827391
749	0.06666885932
750	0.06663758845
751	0.06660646339
752	0.06657608336
753	0.06642801089
754	0.06639590749
755	0.0663656078
756	0.06633477499
757	0.06630417712
758	0.06627356325
759	0.06611608317
760	0.06608561551
761	0.06605519159
762	0.06602490665
763	0.0659771384
764	0.06578447318
765	0.06575423201
766	0.06570710779
767	0.06567701981
768	0.06560786217
769	0.0655784097
770	0.06554833652
771	0.06551845289
772	0.06531757101
773	0.06528819878
774	0.06517211351
775	0.06514236168
776	0.06511266802
777	0.06508300375
778	0.06505266039
779	0.06499585091
780	0.06496688034
781	0.06478553439
782	0.06459086854
783	0.06456138689
784	0.06451548841
785	0.06444396362
786	0.06441356908
787	0.06429772493
788	0.06426853512
789	0.06423858623
790	0.06420925769
791	0.06418194359
792	0.06413577611
793	0.06410698073
794	0.06407813445
795	0.06404944125
796	0.06386193288
797	0.06380420348
798	0.06377562013
799	0.06369831311
800	0.06351427962
801	0.06332200258
802	0.06327623578
803	0.06324757923
804	0.0632181926
805	0.06318945588
806	0.06316109762
807	0.06313331024
808	0.06309120947
809	0.06290869265
810	0.06287945192
811	0.06285132136
812	0.06279095469
813	0.06271658466
814	0.06268960785
815	0.06257358768
816	0.06254488019
817	0.06251697578
818	0.06248927596
819	0.06244513741
820	0.06241753994
821	0.06238985478
822	0.06236226426
823	0.06233527278
824	0.06230860255
825	0.06217329394
826	0.06214603961
827	0.06208674636
828	0.06193361114
829	0.06190636404
830	0.06187961356
831	0.06180484808
832	0.0617216818
833	0.06169495317
834	0.06163417899
835	0.06160720207
836	0.0615660581
837	0.06153909579
838	0.0614967524
839	0.06142588903
840	0.06139898495
841	0.06134982151
842	0.06132423937
843	0.06129750343
844	0.06127085504
845	0.06124431635
846	0.06107499666
847	0.06104786625
848	0.06102150038
849	0.06099566619
850	0.06086571947
851	0.06083949835
852	0.0608133247
853	0.06078730439
854	0.06069865341
855	0.06067312598
856	0.0605224057
857	0.06049686726
858	0.0604709712
859	0.06043118983
860	0.06040551281
861	0.06024366147
862	0.06021711907
863	0.06019197503
864	0.06016602403
865	0.06012644206
866	0.0601008977
867	0.06007510002
868	0.06004957618
869	0.05988709017
870	0.05986062433
871	0.05983542932
872	0.05981012462
873	0.05973914313
874	0.05968650731
875	0.05966133415
876	0.05956297857
877	0.05940233866
878	0.05937755254
879	0.05933821166
880	0.05931207817
881	0.05928717997
882	0.05926217825
883	0.05920048996
884	0.05914883395
885	0.0589940401
886	0.05896892538
887	0.05894421573
888	0.05891978359
889	0.05888034779
890	0.05870576464
891	0.05868079229
892	0.05852354143
893	0.05849880981
894	0.05844750661
895	0.05842288836
896	0.05839849648
897	0.05837412281
898	0.0581454588
899	0.05812038421
900	0.05809616381
901	0.05805816679
902	0.05803404142
903	0.05800989782
904	0.0578738716
905	0.05784980831
906	0.05781200839
907	0.05778847835
908	0.05764714613
909	0.05762323401
910	0.05759942286
911	0.05757565161
912	0.05755197551
913	0.05749731328
914	0.05747371739
915	0.0573754459
916	0.0573518172
917	0.05732822881
918	0.05721438082
919	0.05719091642
920	0.05716752263
921	0.0570958802
922	0.05696389975
923	0.05694104884
924	0.05691827079
925	0.05689505098
926	0.05685859162
927	0.05669984049
928	0.05667662807
929	0.05665391944
930	0.05650894266
931	0.05648588351
932	0.05646202105
933	0.05635415369
934	0.05633111264
935	0.05630819232
936	0.05623412224
937	0.05621132967
938	0.05618858939
939	0.05615212935
940	0.05612953025
941	0.05604976859
942	0.05602711491
943	0.05590765503
944	0.05588499399
945	0.05576364908
946	0.05574109402
947	0.05564743163
948	0.05562503337
949	0.055589567
950	0.05556716878
951	0.05554490565
952	0.05547965166
953	0.05535446775
954	0.05533213531
955	0.0553099782
956	0.05528776602
957	0.05515314036
958	0.05513138846
959	0.05510925663
960	0.05490002978
961	0.05487797495
962	0.05485606
963	0.05483405608
964	0.05478892738
965	0.05476706966
966	0.05474525196
967	0.05471037066
968	0.05468951697
969	0.05466773949
970	0.05451934244
971	0.05441094983
972	0.05435200517
973	0.05433029346
974	0.05430870592
975	0.05428721692
976	0.05426568427
977	0.0542442171
978	0.05422311874
979	0.05420189018
980	0.0541213497
981	0.0541001066
982	0.05406667397
983	0.05402479918
984	0.05400349042
985	0.05398234104
986	0.05386532773
987	0.05384417837
988	0.0538231238
989	0.05369828964
990	0.05366540252
991	0.05364431282
992	0.05351848549
993	0.05342781004
994	0.05340674838
995	0.05338571328
996	0.05336490049
997	0.05334405426
998	0.05332322973
999	0.05330245264
