iter	MultiClass
447	0.008889935943
448	0.008871318482
449	0.008849975904
450	0.008826770104
451	0.008806296923
452	0.008784116362
453	0.008762388371
454	0.008746768401
455	0.008720039698
456	0.008702888385
457	0.008677774062
458	0.008657455928
459	0.008638187707
460	0.008616954611
461	0.008600982523
462	0.008580149874
463	0.008564394559
464	0.008548437638
465	0.008518122878
466	0.008500679066
467	0.008468301871
468	0.008442480987
469	0.008421448467
470	0.008395521826
471	0.008375926471
472	0.008358678804
473	0.008345393096
474	0.008326414521
475	0.008307090707
476	0.00828766493
477	0.008275631202
478	0.008257791929
479	0.00823698465
480	0.008214478988
481	0.008199459183
482	0.00818487371
483	0.008169191771
484	0.008147651409
485	0.008123975717
486	0.008105388489
487	0.008087094214
488	0.008070627108
489	0.008047090139
490	0.008030558939
491	0.008014522076
492	0.007991336076
493	0.007970690998
494	0.007953312376
495	0.007935021027
496	0.007918755881
497	0.007900685137
498	0.007874482994
499	0.007853881736
500	0.007840090671
501	0.007825976475
502	0.007808916225
503	0.007793848954
504	0.007776371847
505	0.007763411591
506	0.007749057552
507	0.007730158716
508	0.007713302844
509	0.007699106279
510	0.007684964212
511	0.007664319064
512	0.007650985909
513	0.007628391477
514	0.007615415423
515	0.007596165978
516	0.007575294181
517	0.00755902038
518	0.007540411603
519	0.007527665558
520	0.007513326317
521	0.007491519906
522	0.007478745598
523	0.007462429621
524	0.00744311973
525	0.007430833076
526	0.007414790742
527	0.007393026213
528	0.007380564125
529	0.007368750605
530	0.007351882815
531	0.007338790956
532	0.00732628239
533	0.007318409785
534	0.007295804145
535	0.007283165188
536	0.007260973364
537	0.007246124042
538	0.00723146798
539	0.007217596794
540	0.007209454867
541	0.007194540018
542	0.007182162775
543	0.007163967448
544	0.007150868884
545	0.007139508857
546	0.007125148585
547	0.007106876071
548	0.007087382022
549	0.007072572187
550	0.007058632284
551	0.007043139892
552	0.007027845398
553	0.007015083146
554	0.006999405219
555	0.006988580483
556	0.006977376674
557	0.00695992159
558	0.006950009848
559	0.006933021311
560	0.006920592584
561	0.006903327884
562	0.006891174451
563	0.006875892598
564	0.006864722949
565	0.006850404526
566	0.006835398206
567	0.00681864573
568	0.006799052749
569	0.006791200757
570	0.006780163455
571	0.006765187177
572	0.006753433684
573	0.006735799896
574	0.006724610866
575	0.00671202444
576	0.006698836298
577	0.006688372617
578	0.006673794005
579	0.006657512573
580	0.006639408708
581	0.006627427257
582	0.006611592612
583	0.006601848123
584	0.006589975475
585	0.006577323621
586	0.006567177324
587	0.006556037575
588	0.006542038116
589	0.006526604376
590	0.006514069733
591	0.00650065429
592	0.006488236866
593	0.006474511831
594	0.006464264805
595	0.006448561998
596	0.006438955573
597	0.006430685681
598	0.006419832309
599	0.006408368169
600	0.006396630015
601	0.006387163156
602	0.00637387203
603	0.006363201277
604	0.006345762189
605	0.006331131713
606	0.006320318855
607	0.006303356948
608	0.006293764111
609	0.006282838532
610	0.006273171964
611	0.006259227095
612	0.006250136765
613	0.006240095147
614	0.006229838491
615	0.006220694674
616	0.006211926463
617	0.006202092778
618	0.006191414095
619	0.00618165667
620	0.006171056705
621	0.006160504484
622	0.006148100954
623	0.006140067966
624	0.006127789561
625	0.006114188832
626	0.006105543245
627	0.006094395653
628	0.006084815857
629	0.006075181968
630	0.006066275628
631	0.006059631844
632	0.006048714247
633	0.006041211829
634	0.00602722472
635	0.006017489339
636	0.006004294688
637	0.005995136437
638	0.005982163544
639	0.005970496842
640	0.005957515611
641	0.005949004746
642	0.00593618173
643	0.005923871124
644	0.005912448182
645	0.00590243331
646	0.005890214841
647	0.005881046669
648	0.005873571167
649	0.005864740235
650	0.005855820913
651	0.005849363338
652	0.005842122792
653	0.005835896758
654	0.005826445399
655	0.005818664894
656	0.005806826007
657	0.005796015273
658	0.005786705208
659	0.00577614611
660	0.005766295505
661	0.005757679423
662	0.005747231609
663	0.005739323503
664	0.00573257827
665	0.005719847487
666	0.00571306401
667	0.005705420684
668	0.005694884351
669	0.005686809207
670	0.005675255932
671	0.005664751324
672	0.005654547957
673	0.005644806171
674	0.005636680544
675	0.00562947539
676	0.005620751017
677	0.0056076184
678	0.005600993814
679	0.005592994236
680	0.005586400936
681	0.005576950798
682	0.005569498726
683	0.005558158149
684	0.005549622765
685	0.005540604183
686	0.005532851185
687	0.0055227718
688	0.005510200905
689	0.00550255747
690	0.0054941835
691	0.005487853406
692	0.00547939653
693	0.005470609006
694	0.005460718512
695	0.005453780974
696	0.005445513167
697	0.005435841821
698	0.005425109956
699	0.005416978709
700	0.005409978351
701	0.005400200506
702	0.005392153397
703	0.005383759776
704	0.00537620573
705	0.005369706691
706	0.005361884288
707	0.005352716708
708	0.00534337725
709	0.005336145836
710	0.005329791917
711	0.005321956671
712	0.005311536494
713	0.0052985637
714	0.005291393465
715	0.005284821233
716	0.00527810531
717	0.005269566266
718	0.005263172113
719	0.005257505524
720	0.005248496619
721	0.005240808272
722	0.005234362373
723	0.005226806119
724	0.005218002859
725	0.005210216838
726	0.005198498727
727	0.005189686969
728	0.005182827628
729	0.005175431477
730	0.00516915296
731	0.005161049983
732	0.005151441883
733	0.005143893537
734	0.00513674813
735	0.005130044733
736	0.005121462192
737	0.005112912459
738	0.00510439533
739	0.005099018132
740	0.005092813373
741	0.005086965296
742	0.005080793881
743	0.005074161473
744	0.005063143802
745	0.005054408126
746	0.005046962404
747	0.005039916287
748	0.005029391321
749	0.005022028203
750	0.005014854057
751	0.0050086565
752	0.005001257009
753	0.004993706579
754	0.004984621549
755	0.004979581211
756	0.004971303004
757	0.004961682843
758	0.004955390896
759	0.00494740275
760	0.004943193777
761	0.004937515391
762	0.004929490731
763	0.004922563553
764	0.00491395592
765	0.004908897126
766	0.00490228583
767	0.004891990546
768	0.004885756835
769	0.004880570631
770	0.004874882262
771	0.004869601302
772	0.004862869577
773	0.004857879242
774	0.004852291539
775	0.0048465923
776	0.004840137159
777	0.004833704693
778	0.004827539195
779	0.004822477167
780	0.004816491247
781	0.004809020671
782	0.004799132192
783	0.004788599885
784	0.004782107014
785	0.00477582791
786	0.004768405173
787	0.004760448599
788	0.004755393473
789	0.004749716591
790	0.004740080666
791	0.004733047434
792	0.00472312641
793	0.004715869188
794	0.004710548448
795	0.004704101524
796	0.004698028484
797	0.004691633295
798	0.004683693881
799	0.004678311099
800	0.004672045099
801	0.004662983415
802	0.00465675518
803	0.004649530575
804	0.004640255852
805	0.004635745435
806	0.004631103863
807	0.004624059359
808	0.004618492345
809	0.004612645231
810	0.004604222536
811	0.004600267132
812	0.004593394056
813	0.004589923945
814	0.004584065296
815	0.004578941245
816	0.004572890661
817	0.004563959181
818	0.004558733876
819	0.00455010166
820	0.004545379876
821	0.004540002359
822	0.004534761693
823	0.004529378389
824	0.004525324128
825	0.004518464606
826	0.004513430381
827	0.004508327376
828	0.004503159408
829	0.004497659767
830	0.004493550333
831	0.004488427869
832	0.004481875584
833	0.004475358769
834	0.004469590132
835	0.004462680183
836	0.004458491547
837	0.004453013035
838	0.004449013498
839	0.004440473208
840	0.004434755296
841	0.004429797516
842	0.004425108829
843	0.004418554782
844	0.004412908517
845	0.004406580397
846	0.004400170787
847	0.004395554374
848	0.004387222955
849	0.004382966465
850	0.004377695264
851	0.004370734162
852	0.004366035359
853	0.00436123159
854	0.004355808803
855	0.004350102312
856	0.004346292757
857	0.004340891816
858	0.004336344353
859	0.004329517341
860	0.004323361849
861	0.004318760009
862	0.004313096628
863	0.004308988838
864	0.004304574219
865	0.004297353907
866	0.004292557693
867	0.004286581971
868	0.004281006309
869	0.004276316991
870	0.004269632574
871	0.004265678922
872	0.004262780978
873	0.00425725341
874	0.004251534244
875	0.004245668772
876	0.004240875975
877	0.004235169513
878	0.004229349049
879	0.004224450215
880	0.004220993741
881	0.004216377079
882	0.004211251162
883	0.004204332756
884	0.004199496909
885	0.004195484209
886	0.004190752957
887	0.004186711308
888	0.004182651269
889	0.004176251662
890	0.004171302402
891	0.004167775337
892	0.004161700045
893	0.004156078583
894	0.004150677696
895	0.004146224705
896	0.004141957438
897	0.004136391551
898	0.004131924505
899	0.004127401192
900	0.004119826754
901	0.004112020123
902	0.004105653629
903	0.004101967203
904	0.004098164642
905	0.004093561504
906	0.004090258338
907	0.004084388445
908	0.004080304928
909	0.004075701856
910	0.004071404614
911	0.004066554588
912	0.004062447661
913	0.004055298424
914	0.004051592909
915	0.004044632054
916	0.004039068149
917	0.00403504087
918	0.004028990108
919	0.004021945658
920	0.004017340504
921	0.004012985912
922	0.004007759788
923	0.004002549189
924	0.003997539547
925	0.003992613632
926	0.003987045524
927	0.003982627082
928	0.003977484109
929	0.003973166363
930	0.003969575162
931	0.003965334283
932	0.003961456214
933	0.003956366987
934	0.003951983707
935	0.003946129668
936	0.003941082868
937	0.003936844854
938	0.003932003295
939	0.003927588278
940	0.003923927685
941	0.003919726495
942	0.003916671205
943	0.00391209123
944	0.003907622783
945	0.003904796315
946	0.003899851811
947	0.003896237525
948	0.003890321124
949	0.003886025681
950	0.003880301597
951	0.0038744241
952	0.00387036785
953	0.003865891584
954	0.003861427086
955	0.003856403118
956	0.003853260528
957	0.003849103916
958	0.003844475624
959	0.003840341105
960	0.003836379474
961	0.003832362353
962	0.003827605024
963	0.003823607508
964	0.003820134654
965	0.003814428126
966	0.003811082983
967	0.003807499726
968	0.003802804938
969	0.003796073628
970	0.003792698181
971	0.003789158871
972	0.003785347644
973	0.003778834897
974	0.003775144785
975	0.003769973908
976	0.003766096989
977	0.003762972036
978	0.003759327299
979	0.00375613781
980	0.003751536584
981	0.003748012714
982	0.003745174423
983	0.003741816979
984	0.003737422688
985	0.003733927261
986	0.003729410122
987	0.003725621378
988	0.00372058093
989	0.003717636747
990	0.003711644485
991	0.00370825141
992	0.003702346652
993	0.003696463155
994	0.003692827635
995	0.003689109788
996	0.003682836789
997	0.00367959185
998	0.003675210397
999	0.003671529505
